ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Site,Other - Site,Wetland ID,Start time,Air temperature (C),Relative humidity (%),Wind speed (m/s),Wetland area ponded (%),Max water depth (cm),Canopy closure (%),Emergent vegetation (%),Additional notes on wetland conditions,Did you detect any amphibians?,Species 1 observed,Species 1 life stage,Other - Species 1 life stage,Species 1 sweeps to first detection,Species 2 observed,Species 2 life stage,Other - Species 2 life stage,Species 2 sweeps to first detection,Species 3 observed,Species 3 life stage,Other - Species 3 life stage,Species 3 sweeps to first detection,Species 4 observed,Species 4 life stage,Other - Species 4 life stage,Species 4 sweeps to first detection,Species 5 observed,Species 5 life stage,Other - Species 5 life stage,Species 5 sweeps to first detection,Species 6 observed,Species 6 life stage,Other - Species 6 life stage,Species 6 sweeps to first detection,Species 7 observed,Species 7 life stage,Other - Species 7 life stage,Species 7 sweeps to first detection,Species 8 observed,Species 8 life stage,Other - Species 8 life stage,Species 8 sweeps to first detection,Species 9 observed,Species 9 life stage,Other - Species 9 life stage,Species 9 sweeps to first detection,Species 10 observed,Species 10 life stage,Other - Species 10 life stage,Species 10 sweeps to first detection,Species 11 observed,Species 11 life stage,Other - Species 11 life stage,Species 11 sweeps to first detection,Species 12 observed,Species 12 life stage,Other - Species 12 life stage,Species 13 observed,Species 13 life stage,Other - Species 13 life stage,Species 13 sweeps to first detection,Species 14 observed,Species 14 life stage,Other - Species 14 life stage,Species 14 sweeps to first detection,Species 15 observed,Species 15 life stage,Other - Species 15 life stage,Species 15 sweeps to first detection,Sweeps to first dragonfly nymph detection ,Sweeps to first larval Dytiscid detection,Sweeps to first adult Dytiscid detection,Sweeps to first giant water bug detection,Sweeps to first crayfish detection,Sweeps to first mosquitofish detection,Sweeps to first sunfish detection,Sweeps to first warmouth detection,Sweeps to first [other] fish detection,End time,Total number of sweeps,Notes,Animal Detection Form,Did you check the ARD?,ARD Actions,ARD Notes,Did you dipnet the wetland?,x,y
200,8d40b448-14d2-45ed-a835-e7cfab49412e,4/14/2024 2:16:30 AM,kfh39602_USG,4/14/2024 2:16:30 AM,kfh39602_USG,4/12/2024 6:59:00 PM,other,Reagan Jarrett,Alapaha River WMA,,3,14:59,24,42,2,90,35,0-5,75-100,,Yes,Rana sphenocephala,larvae,,10,Acris gryllus,calling adult,,0,Rana sphenocephala,calling adult,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,15:32,81,,,Yes,Changed_ARD_unit,"Case was open when we got there, warped and missing a battery ",Yes,-83.3554447878709,31.5346877872563
201,7cc71c79-4948-45a4-a563-a6a2f8e15c61,4/14/2024 2:16:51 AM,kfh39602_USG,4/14/2024 2:16:51 AM,kfh39602_USG,4/12/2024 8:02:00 PM,"Kristina_Hefferle,other",Reagan Jarrett,Alapaha River WMA,,10,16:02,28,38,0.9,85,30,6-25,75-100,"Ditch has about 85 cm of water, 30 in rest of wetland ",Yes,Pseudacris crucifer,calling adult,,0,Anaxyrus quercicus,calling adult,,0,Pseudacris ocularis,calling adult,,0,Pseudacris ornata,calling adult,,1,Pseudacris nigrita,calling adult,,10,Gastrophryne carolinensis,calling adult,,63,Acris gryllus,calling adult,,40,Rana sphenocephala,egg,,50,Rana sphenocephala,calling adult,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:35,80,,,Yes,Changed_ARD_unit,Deployed ARD,Yes,-83.3620734939537,31.5289024455077
202,e42a1e75-7690-4e58-a98d-8c670f3ea58b,4/14/2024 2:17:06 AM,kfh39602_USG,4/14/2024 2:17:06 AM,kfh39602_USG,4/12/2024 10:45:00 PM,"Kristina_Hefferle,other",Reagan Jarrett,Alapaha River WMA,,15,18:46,24,32,1.2,100,110,26-50,6-25,"
",Yes,Pseudacris ocularis,calling adult,,12,Acris gryllus,calling adult,,27,Hyla femoralis,calling adult,,40,Rana sphenocephala,larvae,,41,Pseudacris ornata,larvae,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:15,41,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.380686293596,31.5246454708828
214,8bd3d51d-4932-4a58-93fd-230004aac38c,4/14/2024 9:17:06 PM,eb85032_USG,4/14/2024 9:17:06 PM,eb85032_USG,4/12/2024 2:54:00 PM,"other,Mia_Cinello-Smith",Ellie Bond,Alapaha River WMA,,42,10:54,,,,90,88,6-25,6-25,,Yes,Acris gryllus,adult,,1,Rana sphenocephala,larvae,,17,Rana sphenocephala,calling adult,,67,Rana sphenocephala,egg,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,11:27,76,,,No,Unit_working_and_unchanged,,Yes,-83.3423047652249,31.4971459883359
215,50ffc8c2-ab7b-4e3a-9413-f969ee7ec5b4,4/14/2024 9:17:09 PM,eb85032_USG,4/14/2024 9:17:09 PM,eb85032_USG,4/12/2024 5:02:00 PM,"Mia_Cinello-Smith,other",Ellie Bond,Alapaha River WMA,,39,13:09,15,44,1.2,90,60,6-25,6-25,,Yes,Pseudacris nigrita,larvae,,1,Rana sphenocephala,larvae,,10,Pseudacris ornata,juvenile,,12,Acris gryllus,calling adult,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,13:40,77,"Only 5 species observed, listed as species 5 is picture of the large beetle",,Yes,Changed_batteries,,Yes,-83.3592541978914,31.4975275956808
216,fff94b09-93e6-474d-a63e-edb0ed9eea78,4/14/2024 9:17:10 PM,eb85032_USG,4/14/2024 9:17:10 PM,eb85032_USG,4/12/2024 6:16:00 PM,other,Ellie Bond Nina Simone,Alapaha River WMA,,43,14:14,24,39,0.5,90,60,26-50,51-75,,Yes,Rana sphenocephala,larvae,,2,Pseudacris crucifer,calling adult,,1,Acris gryllus,calling adult,,2,Hyla femoralis,calling adult,,3,Rana sphenocephala,calling adult,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:47,102,,,No,Unit_working_and_unchanged,,Yes,-83.3600121913272,31.495009050896
217,9cde5a91-379d-4c65-b736-f4b1c7f4227d,4/14/2024 9:17:12 PM,eb85032_USG,4/14/2024 9:17:12 PM,eb85032_USG,4/12/2024 8:06:00 PM,"Mia_Cinello-Smith,other",Ellie Bond,Alapaha River WMA,,30,16:07,24,40,0.4,100,63,0-5,26-50,"
",Yes,Rana sphenocephala,larvae,,2,,,,,Acris gryllus,calling adult,,0,Pseudacris ocularis,calling adult,,8,Pseudacris nigrita,larvae,,18,Pseudacris ornata,juvenile,,39,Anaxyrus quercicus,calling adult,,45,Pseudacris ornata,larvae,,53,Pseudacris nigrita,juvenile,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,16:37,79,,,Yes,Changed_batteries,,Yes,-83.3471480694582,31.5166486936706
218,9aad4afc-3fcd-4259-b047-197102c337ff,4/14/2024 9:17:14 PM,eb85032_USG,4/14/2024 9:17:14 PM,eb85032_USG,4/12/2024 9:27:00 PM,"Mia_Cinello-Smith,other",Ellie Bond,Alapaha River WMA,,32,17:38,22,32,0.6,85,70,26-50,6-25,,Yes,Pseudacris ocularis,calling adult,,0,Gastrophryne carolinensis,calling adult,,2,Scaphiopus holbrookii,larvae,,37,Acris gryllus,calling adult,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:09,85,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3529102047108,31.5097517535617
242,2fab21c5-13c4-4f4d-a696-92f74063609b,4/17/2024 10:49:53 PM,jas16028_USG,4/17/2024 10:49:53 PM,jas16028_USG,4/12/2024 2:58:00 PM,"Jade_Samples,other",Taylor and Nina,Alapaha River WMA,,42,10:55,22,50,0.5,100,88,26-50,51-75,,Yes,Rana sphenocephala,larvae,,23,Acris gryllus,calling adult,,28,Rana sphenocephala,calling adult,,51,Rana catesbeiana,calling adult,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,11:27,127,,,Yes,"Changed_ARD_unit,Changed_SD_card",,Yes,-83.3414902586636,31.4976652790885
243,24799d83-4eed-4de4-bc18-f1a5f70bc16f,4/17/2024 10:49:54 PM,jas16028_USG,4/17/2024 10:49:54 PM,jas16028_USG,4/12/2024 4:04:00 PM,other,Nina,Alapaha River WMA,,41,12:05,21,44,2,100,62,75-100,6-25,,Yes,Scaphiopus holbrookii,egg,,6,Pseudacris ocularis,calling adult,,15,Scaphiopus holbrookii,juvenile,,35,Pseudacris nigrita,calling adult,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,12:35,74,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3474594424894,31.4988885051862
244,21b32763-e1ee-4e18-bafa-4ce1fe4b4d7e,4/17/2024 10:50:02 PM,jas16028_USG,4/17/2024 10:50:02 PM,jas16028_USG,4/12/2024 5:11:00 PM,"Jade_Samples,other",Nina,Alapaha River WMA,,39,13:10,15,44,1.2,100,75,6-25,6-25,,Yes,Pseudacris nigrita,larvae,,30,Pseudacris ornata,larvae,,31,Acris gryllus,calling adult,,35,Pseudacris ocularis,calling adult,,38,Rana sphenocephala,larvae,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:40,155,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3594490376381,31.497500157723
245,6e8e1f2f-928b-48de-ba19-21ffcec84c8f,4/17/2024 10:50:03 PM,jas16028_USG,4/17/2024 10:50:03 PM,jas16028_USG,4/12/2024 7:17:00 PM,other,Nina,Alapaha River WMA,,34,15:18,23,41,3,80,45,6-25,26-50,,Yes,Scaphiopus holbrookii,egg,,31,Rana sphenocephala,larvae,,33,Rana sphenocephala,larvae,,58,Hyla femoralis,egg,,109,Acris gryllus,calling adult,,117,Pseudacris ocularis,calling adult,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:48,127,,,Yes,"Changed_SD_card,Changed_batteries,Changed_ARD_unit,Retrieved_ARD_unit","Deployed, new wetland ",Yes,-83.3616746448341,31.5036828703641
246,021c2b35-ddfb-406f-a754-13e00997c245,4/17/2024 10:50:06 PM,jas16028_USG,4/17/2024 10:50:06 PM,jas16028_USG,4/12/2024 8:08:00 PM,"Jade_Samples,other",Nina,Alapaha River WMA,,30,16:07,24,40,0.4,100,110,6-25,75-100,,Yes,Acris gryllus,calling adult,,0,Rana sphenocephala,larvae,,2,Pseudacris nigrita,larvae,,2,Pseudacris ornata,larvae,,57,Anaxyrus quercicus,calling adult,,78,Hyla gratiosa,adult,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,16:33,135,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3472997975381,31.5167210251386
247,eed7a3a3-05ee-49ca-8637-608585dc8423,4/17/2024 10:50:08 PM,jas16028_USG,4/17/2024 10:50:08 PM,jas16028_USG,4/12/2024 8:50:00 PM,"Jade_Samples,other",Nina,Alapaha River WMA,,31,16:48,25,34,1,95,84,75-100,75-100,,Yes,Acris gryllus,calling adult,,0,Gastrophryne carolinensis,calling adult,,0,Pseudacris ocularis,calling adult,,0,Pseudacris nigrita,larvae,,75,Hyla gratiosa,calling adult,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,17:18,141,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3466184169655,31.5141091419411
248,ee24f325-1e82-47da-a4f9-0a2c08f3f1f9,4/17/2024 10:50:10 PM,jas16028_USG,4/17/2024 10:50:10 PM,jas16028_USG,4/12/2024 9:39:00 PM,other,Nina,Alapaha River WMA,,32,17:38,22,32,0.6,85,60,75-100,26-50,,Yes,Pseudacris ocularis,calling adult,,3,Gastrophryne carolinensis,calling adult,,5,Scaphiopus holbrookii,larvae,,30,Acris gryllus,calling adult,,62,Scaphiopus holbrookii,egg,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:09,105,,,Yes,"Changed_SD_card,Changed_batteries","New

",Yes,-83.3529527640409,31.5098565265023
249,fe7296db-9130-4be2-b2c2-65269ca1cea1,4/17/2024 10:50:12 PM,jas16028_USG,4/17/2024 10:50:12 PM,jas16028_USG,4/12/2024 10:43:00 PM,"Jade_Samples,other",Nina,Alapaha River WMA,,15,18:45,28,39,0.3,100,115,26-50,75-100,,Yes,Pseudacris ocularis,calling adult,,0,Pseudacris ocularis,larvae,,11,Acris gryllus,calling adult,,12,Pseudacris ornata,larvae,,17,Rana sphenocephala,calling adult,,28,Pseudacris crucifer,calling adult,,34,Rana catesbeiana,calling adult,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:15,111,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3806322157323,31.5249796034597
250,8f8e4307-3000-4932-8cf4-08d64b5637b6,4/23/2024 7:58:28 PM,jas16028_USG,4/23/2024 7:58:28 PM,jas16028_USG,4/12/2024 4:05:00 AM,"Mia_Cinello-Smith,other",,Alapaha River WMA,,41,12:05,21,44,2,100,60,75-100,51-75,,Yes,Rana sphenocephala,larvae,,1,Scaphiopus holbrookii,egg,,3,Pseudacris nigrita,larvae,,4,Acris gryllus,calling adult,,14,Scaphiopus holbrookii,larvae,,15,Eurycea quadridigitata,larvae,,31,Anaxyrus terrestris,larvae,,33,Pseudacris nigrita,juvenile,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,22,,,,,12:35,41,,,Yes,"Changed_batteries,Changed_ARD_unit",,Yes,-83.347382476498,31.4988714513641
251,4c662c91-00e6-4b65-a755-2f62f48f1488,4/23/2024 7:58:30 PM,jas16028_USG,4/23/2024 7:58:30 PM,jas16028_USG,4/12/2024 7:19:00 PM,"Mia_Cinello-Smith,other",Elly,Alapaha River WMA,,34,15:18,23,41,3,80,55,6-25,26-50,,Yes,Acris gryllus,calling adult,,0,Pseudacris ocularis,calling adult,,0,Rana sphenocephala,larvae,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:48,72,,,Yes,"Changed_ARD_unit,Changed_batteries,Changed_SD_card",Brought ARD back,Yes,-83.3612343633453,31.5034336152016
252,81503ec4-f87f-4150-97d2-2f4170fd9bf2,4/23/2024 7:58:31 PM,jas16028_USG,4/23/2024 7:58:31 PM,jas16028_USG,4/12/2024 8:45:00 PM,"Mia_Cinello-Smith,other",Elly,Alapaha River WMA,,31,16:48,25,34,1,100,62,75-100,75-100,,Yes,Gastrophryne carolinensis,calling adult,,0,Acris gryllus,calling adult,,9,Pseudacris ocularis,calling adult,,3,Rana sphenocephala,egg,,36,Pseudacris nigrita,larvae,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:18,68,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3457566991667,31.5142963687916
253,b736763c-4012-4be5-8497-85a0f508b7f7,4/23/2024 7:58:32 PM,jas16028_USG,4/23/2024 7:58:32 PM,jas16028_USG,4/12/2024 10:40:00 PM,"Mia_Cinello-Smith,other",Elly,Alapaha River WMA,,15,18:44,28,39,0.3,100,71,6-25,6-25,,Yes,Pseudacris ocularis,calling adult,,1,Acris gryllus,calling adult,,15,Pseudacris crucifer,calling adult,,17,Rana sphenocephala,larvae,,18,Hyla femoralis,,,44,Rana sphenocephala,juvenile,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:14,64,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3807011956426,31.5251207439415
276,5e2f885a-21da-40fd-8a21-f4a73e19e3bc,5/8/2024 5:11:44 PM,agc93487_USG,5/8/2024 5:11:44 PM,agc93487_USG,4/12/2024 2:49:00 PM,other,Andie Crenshaw and Dylan Lange,Alapaha River WMA,,18,10:50,19,49,3.6,100,52,26-50,6-25,,Yes,Acris gryllus,calling adult,,0,Acris crepitans,adult,,8,Eurycea quadridigitata,adult,,13,Rana sphenocephala,larvae,,16,Eurycea quadridigitata,juvenile,,36,Pseudacris ornata,juvenile,,36,Eurycea quadridigitata,larvae,,48,Pseudacris ornata,larvae,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,11:25,55,,,No,Unit_working_and_unchanged,,Yes,-83.3676365092215,31.5201645058644
277,629eb15d-be14-416b-b3bc-fa2cdc5d88fd,5/8/2024 5:11:54 PM,agc93487_USG,5/8/2024 5:11:54 PM,agc93487_USG,4/12/2024 4:53:00 PM,other,Andie Crenshaw and dylan Lange ,Alapaha River WMA,,29,12:56,23,52,5.7,85,35,0-5,75-100,,Yes,Acris crepitans,calling adult,,1,Pseudacris ocularis,larvae,,4,Acris crepitans,adult,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,5,,,,,13:26,78,Ocularis could also be a young ornata not 100% confident,,No,"Unit_working_and_unchanged,Changed_SD_card",,Yes,-83.3538884454163,31.5160520504142
278,80cc35a3-57dd-4065-8501-128b414a864d,5/8/2024 5:12:10 PM,agc93487_USG,5/8/2024 5:12:10 PM,agc93487_USG,4/12/2024 6:54:00 PM,other,Andie Crenshaw and Dylan Lange,Alapaha River WMA,,3,14:58,24,42,2,85,76,6-25,75-100,,Yes,Acris gryllus,calling adult,,0,Pseudacris ornata,larvae,,4,Rana sphenocephala,larvae,,13,Pseudacris ocularis,larvae,,15,Eurycea quadridigitata,larvae,,16,Pseudacris ocularis,calling adult,,36,Rana sphenocephala,calling adult,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,15:30,69,"Species 4: could also be nigrita or ornata or crucifer 

Found fairy shrimp!!!",,No,Unit_working_and_unchanged,,Yes,-83.3554770845738,31.5360419702609
279,c716eb4c-2880-4ab4-935a-e696c9179d11,5/8/2024 5:12:21 PM,agc93487_USG,5/8/2024 5:12:21 PM,agc93487_USG,4/12/2024 8:01:00 PM,other,Andie Crenshaw and dylan lange,Alapaha River WMA,,10,16:02,28,38,1,85,85,6-25,75-100,30cm in wetland and 85 cm in ditch,Yes,Pseudacris ocularis,calling adult,,0,Anaxyrus quercicus,calling adult,,0,Pseudacris crucifer,calling adult,,0,Pseudacris nigrita,calling adult,,10,Pseudacris ornata,calling adult,,22,Pseudacris crucifer,calling adult,,4,Hyla femoralis,calling adult,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:34,76,Ditch has 50cm water,,Yes,Changed_ARD_unit,,Yes,-83.3620322102489,31.5288220157707
280,0c5de88c-cccc-4b8f-b16b-0137e177badd,5/8/2024 5:12:37 PM,agc93487_USG,5/8/2024 5:12:37 PM,agc93487_USG,4/12/2024 8:54:00 PM,other,Andie Crenshaw and Dylan Lange,Alapaha River WMA,,20,16:55,26,37,1,85,35,0-5,51-75,Wind has been in mph all day from this on it’s in m/s,Yes,Pseudacris nigrita,calling adult,,0,Pseudacris ocularis,calling adult,,0,Gastrophryne carolinensis,calling adult,,8,Pseudacris nigrita,larvae,,13,Acris gryllus,calling adult,,15,Pseudacris ornata,larvae,,18,Scaphiopus holbrookii,other,Dead,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:26,73,,,Yes,Changed_ARD_unit,,Yes,-83.3568150088618,31.5232744978938
350,09a1e250-ae2f-44e5-a2bd-a1943dd5eb37,5/15/2024 4:53:17 PM,cswaldro_USG,5/15/2024 4:53:17 PM,cswaldro_USG,5/15/2024 4:19:00 PM,other,Andy Crenshaw,Alapaha River WMA,,20,12:19,24,62,1,70,30,6-25,51-75,,Yes,Hyla femoralis,larvae,,1,Pseudacris ocularis,juvenile,,8,Acris gryllus,calling adult,,11,Acris gryllus,adult,,12,Pseudacris ocularis,larvae,,16,Gastrophryne carolinensis,egg,,44,Rana clamitans,calling adult,,52,Anaxyrus quercicus,calling adult,,35,Hyla femoralis,egg,,81,Hyla gratiosa,larvae,,81,,,,,,,,,,,,,,,,,,,,2,,,11,,,,,,12:53,85,,,Yes,Changed_SD_card,,Yes,-83.35695899,31.52302228
351,77c7a057-af34-4a03-b9c8-3647765f9d0d,5/15/2024 6:30:18 PM,cswaldro_USG,5/15/2024 6:30:18 PM,cswaldro_USG,5/15/2024 5:59:00 PM,other,Andy crenshaw,Alapaha River WMA,,3,13:59,29,52,3,80,95,51-75,75-100,,Yes,Rana clamitans,calling adult,,7,Rana catesbeiana,calling adult,,11,Hyla gratiosa,larvae,,15,Hyla femoralis,larvae,,18,Acris gryllus,calling adult,,29,Rana sphenocephala,larvae,,36,Acris gryllus,adult,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,58,29,,,,,14:29,86,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.35566104,31.53648778
352,61dd9dbe-aa88-4eb4-b4ae-0b26e6f4994d,5/15/2024 7:21:50 PM,cswaldro_USG,5/15/2024 7:21:50 PM,cswaldro_USG,5/15/2024 6:50:00 PM,other,Andy crenshaw,Alapaha River WMA,,4,14:51,29,56,2,100,85,51-75,75-100,,Yes,Acris gryllus,calling adult,,0,Hyla femoralis,larvae,,2,Gastrophryne carolinensis,calling adult,,10,Gastrophryne carolinensis,egg,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,59,11,,,,,15:21,115,,,Yes,Changed_SD_card,,Yes,-83.34865456,31.53523483
354,ebd8c6a4-eb95-4ffe-bd57-7e7f2d3f222e,5/15/2024 10:14:08 PM,cswaldro_USG,5/15/2024 11:10:17 PM,cswaldro_USG,5/15/2024 9:41:00 PM,other,Andy crenshaw,Alapaha River WMA,,18,17:42,28,53,1,95,80,6-25,26-50,,Yes,Notophthalmus perstriatus,adult,,1,Hyla gratiosa,larvae,,15,Acris gryllus,adult,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,10,24,,,,,,,,18:12,112,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.36761871,31.52016845
355,90438f96-fb45-4eeb-a7b2-7654dbfc042e,5/16/2024 2:44:16 AM,ek30648_USG,5/16/2024 2:44:16 AM,ek30648_USG,5/15/2024 2:35:00 PM,"Eva_Kerr,other",Roxana,Alapaha River WMA,,29,10:37,31,59,0.5,80,40,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,91,Acris gryllus,larvae,,10,Rana clamitans,calling adult,,13,Pseudacris ocularis,larvae,,13,Rana sphenocephala,larvae,,43,Anaxyrus terrestris,larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,22,,8,,,,,11:08,109,,,Yes,"Changed_batteries,Changed_SD_card",16 % sd 39% battery,Yes,-83.3534485295914,31.5155872606961
356,e9a5bd55-a343-4957-9e01-8b14e3174a9d,5/16/2024 2:44:25 AM,ek30648_USG,5/16/2024 2:44:25 AM,ek30648_USG,5/15/2024 3:27:00 PM,"Eva_Kerr,other",Roxanna ,Alapaha River WMA,,23,11:32,28,66,0.6,100,60,26-50,6-25,,Yes,Hyla femoralis,larvae,,2,Rana clamitans,adult,,17,Rana clamitans,calling adult,,44,Pseudacris ocularis,larvae,,47,Rana sphenocephala,larvae,,57,Acris gryllus,larvae,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,20,54,7,,,,,,12:02,104,,,Yes,Changed_SD_card,"ARd was off
",Yes,-83.3567044221125,31.5161456007434
357,28f830c2-e0df-44a6-ba5b-8ff9bf7a267b,5/16/2024 2:44:27 AM,ek30648_USG,5/16/2024 2:44:27 AM,ek30648_USG,5/15/2024 4:17:00 PM,"Eva_Kerr,other",Roxana,Alapaha River WMA,,20,12:19,24,62,1,100,40,51-75,75-100,,Yes,Hyla femoralis,larvae,,3,Pseudacris ocularis,larvae,,10,Acris gryllus,larvae,,11,Acris gryllus,calling adult,,18,Rana sphenocephala,larvae,,23,Hyla gratiosa,larvae,,25,Anaxyrus terrestris,larvae,,80,Acris gryllus,adult,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,12:50,111,Fairy shrimp ,,Yes,Changed_SD_card,,Yes,-83.3574730905634,31.5223846829324
358,f4194a54-c489-41dc-b41b-807bfbd53fee,5/16/2024 2:44:40 AM,ek30648_USG,5/16/2024 2:44:40 AM,ek30648_USG,5/15/2024 5:01:00 PM,"Eva_Kerr,other",Roxana ,Alapaha River WMA,,8,13:03,27,63,0.5,75,50,51-75,0-5,,Yes,Gastrophryne carolinensis,egg,,3,Acris gryllus,calling adult,,7,Rana sphenocephala,larvae,,8,Pseudacris ocularis,adult,,50,Hyla femoralis,adult,,20,Hyla femoralis,larvae,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,56,22,,,,,,13:32,96,Sweep 85- fairy shrimp ,,Yes,Changed_SD_card,,Yes,-83.359062044323,31.5264834651783
359,4f592e56-e491-4e49-bc74-2e5634c84a57,5/16/2024 2:44:53 AM,ek30648_USG,5/16/2024 2:44:53 AM,ek30648_USG,5/15/2024 5:56:00 PM,"Eva_Kerr,other",Roxana ,Alapaha River WMA,,3,13:58,29,52,2.71,100,50,51-75,51-75,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,3,Pseudacris ocularis,larvae,,5,Rana clamitans,calling adult,,8,Hyla gratiosa,larvae,,13,Rana sphenocephala,larvae,,13,Eurycea quadridigitata,juvenile,,13,Hyla femoralis,adult,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,29,,3,,,,,14:29,107,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3550802167544,31.5353150019869
360,726951c2-7bc1-481a-8d34-0567fd923e81,5/16/2024 2:45:00 AM,ek30648_USG,5/16/2024 2:45:00 AM,ek30648_USG,5/15/2024 6:45:00 PM,"Eva_Kerr,other",Roxana ,Alapaha River WMA,,4,14:51,29,56,2,100,55,51-75,75-100,,Yes,Hyla femoralis,larvae,,2,Pseudacris ocularis,juvenile,,3,Acris gryllus,calling adult,,7,Gastrophryne carolinensis,calling adult,,11,Hyla femoralis,egg,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,42,3,,1,,,,,15:21,88,,,Yes,Changed_SD_card,,Yes,-83.3453197213081,31.5351571346466
361,df35f3ee-3af8-4f8e-befd-cf394110dd97,5/16/2024 3:43:30 AM,agc93487_USG,5/16/2024 3:43:30 AM,agc93487_USG,5/15/2024 2:25:00 PM,other,Andie Crenshaw and Cassandra,Alapaha River WMA,,23,11:32,28,66,0.6,100,45,26-50,6-25,,Yes,Pseudacris ocularis,larvae,,2,Rana sphenocephala,larvae,,3,Gastrophryne carolinensis,egg,,19,Hyla gratiosa,egg,,45,Hyla femoralis,larvae,,47,Acris gryllus,calling adult,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,14,,,,12:03,83,Species 3 and 4 unsure,,No,Changed_SD_card,,Yes,-83.3567642004675,31.5172631904871
